instance_id,algorithm,seed,reported_cost,eval_distance,eval_num_routes,eval_penalty,eval_penalized_cost,reported_minus_eval,feasible_capacity,feasible_coverage,feasible_fleet,lower_bound_vehicles,vehicles_allowed,runtime_seconds,converged_iteration
instance_n50,Clarke-Wright,9,3149027.943359375,149027.943359375,11,3000000.0,3149027.943359375,0.0,True,True,False,10,8,0.007395505905151367,0
instance_n50,Clarke-Wright,10,3149027.943359375,149027.943359375,11,3000000.0,3149027.943359375,0.0,True,True,False,10,8,0.007765769958496094,0
instance_n50,Standard PSO,1,3220728.091796875,220728.091796875,11,3000000.0,3220728.091796875,0.0,True,True,False,10,8,0.13470768928527832,94
instance_n50,Standard PSO,2,3216641.30859375,216641.30859375,11,3000000.0,3216641.30859375,0.0,True,True,False,10,8,0.1502058506011963,73
instance_n50,Standard PSO,3,3216005.44921875,216005.44921875,11,3000000.0,3216005.44921875,0.0,True,True,False,10,8,0.13288307189941406,84
instance_n50,Standard PSO,4,3225900.705078125,225900.705078125,11,3000000.0,3225900.705078125,0.0,True,True,False,10,8,0.1327047348022461,81
instance_n50,Standard PSO,5,3218797.4423828125,218797.4423828125,11,3000000.0,3218797.4423828125,0.0,True,True,False,10,8,0.1452958583831787,90
instance_n50,Standard PSO,6,3205663.12109375,205663.12109375,11,3000000.0,3205663.12109375,0.0,True,True,False,10,8,0.15480327606201172,92
instance_n50,Standard PSO,7,3208341.998046875,208341.998046875,11,3000000.0,3208341.998046875,0.0,True,True,False,10,8,0.16417884826660156,91
instance_n50,Standard PSO,8,3207013.271484375,207013.271484375,11,3000000.0,3207013.271484375,0.0,True,True,False,10,8,0.14406538009643555,94
instance_n50,Standard PSO,9,3220190.220703125,220190.220703125,11,3000000.0,3220190.220703125,0.0,True,True,False,10,8,0.19767355918884277,79
instance_n50,Standard PSO,10,3200728.96484375,200728.96484375,11,3000000.0,3200728.96484375,0.0,True,True,False,10,8,0.14246034622192383,91
instance_n50,QPSO (baseline),1,3226495.1650390625,226495.1650390625,11,3000000.0,3226495.1650390625,0.0,True,True,False,10,8,0.20212578773498535,57
instance_n50,QPSO (baseline),2,3229407.3798828125,229407.3798828125,11,3000000.0,3229407.3798828125,0.0,True,True,False,10,8,0.21247577667236328,98
instance_n50,QPSO (baseline),3,3223626.7705078125,223626.7705078125,11,3000000.0,3223626.7705078125,0.0,True,True,False,10,8,0.2214055061340332,41
instance_n50,QPSO (baseline),4,3218245.564453125,218245.564453125,11,3000000.0,3218245.564453125,0.0,True,True,False,10,8,0.20896220207214355,62
instance_n50,QPSO (baseline),5,3225854.5234375,225854.5234375,11,3000000.0,3225854.5234375,0.0,True,True,False,10,8,0.18567633628845215,37
instance_n50,QPSO (baseline),6,3228457.2045898438,228457.20458984375,11,3000000.0,3228457.2045898438,0.0,True,True,False,10,8,0.22966217994689941,32
instance_n50,QPSO (baseline),7,3220408.9365234375,220408.9365234375,11,3000000.0,3220408.9365234375,0.0,True,True,False,10,8,0.17865419387817383,50
instance_n50,QPSO (baseline),8,3226960.646484375,226960.646484375,11,3000000.0,3226960.646484375,0.0,True,True,False,10,8,0.17110443115234375,65
instance_n50,QPSO (baseline),9,3229793.91015625,229793.91015625,11,3000000.0,3229793.91015625,0.0,True,True,False,10,8,0.17968511581420898,33
instance_n50,QPSO (baseline),10,3222083.615234375,222083.615234375,11,3000000.0,3222083.615234375,0.0,True,True,False,10,8,0.16980910301208496,50
instance_n50,Genetic Algorithm,1,192841.1455078125,192841.1455078125,11,3000000.0,3192841.1455078125,-3000000.0,True,True,False,10,8,0.17775654792785645,99
instance_n50,Genetic Algorithm,2,191271.92138671875,191271.92138671875,11,3000000.0,3191271.9213867188,-3000000.0,True,True,False,10,8,0.16474413871765137,99
instance_n50,Genetic Algorithm,3,184824.6328125,184824.6328125,11,3000000.0,3184824.6328125,-3000000.0,True,True,False,10,8,0.18625569343566895,99
instance_n50,Genetic Algorithm,4,196662.9912109375,196662.9912109375,11,3000000.0,3196662.9912109375,-3000000.0,True,True,False,10,8,0.15597939491271973,99
instance_n50,Genetic Algorithm,5,202891.6640625,202891.6640625,11,3000000.0,3202891.6640625,-3000000.0,True,True,False,10,8,0.15633320808410645,99
instance_n50,Genetic Algorithm,6,186984.1220703125,186984.1220703125,11,3000000.0,3186984.1220703125,-3000000.0,True,True,False,10,8,0.15350890159606934,99
instance_n50,Genetic Algorithm,7,192250.6953125,192250.6953125,11,3000000.0,3192250.6953125,-3000000.0,True,True,False,10,8,0.18344664573669434,99
instance_n50,Genetic Algorithm,8,192311.35888671875,192311.35888671875,11,3000000.0,3192311.3588867188,-3000000.0,True,True,False,10,8,0.1742546558380127,99
instance_n50,Genetic Algorithm,9,182861.037109375,182861.037109375,11,3000000.0,3182861.037109375,-3000000.0,True,True,False,10,8,0.17864060401916504,99
instance_n50,Genetic Algorithm,10,201757.986328125,201757.986328125,11,3000000.0,3201757.986328125,-3000000.0,True,True,False,10,8,0.158311128616333,99
instance_n50,Ant Colony (MMAS),1,2172525.23828125,172525.23828125,10,2000000.0,2172525.23828125,0.0,True,True,False,10,8,2.0375430583953857,88
instance_n50,Ant Colony (MMAS),2,2157129.3525390625,157129.3525390625,10,2000000.0,2157129.3525390625,0.0,True,True,False,10,8,1.983590841293335,96
instance_n50,Ant Colony (MMAS),3,2168778.556640625,168778.556640625,10,2000000.0,2168778.556640625,0.0,True,True,False,10,8,2.0407371520996094,43
